Name,First Name,Last Name,Sex,SSN,DOB,Birthday,Age,Zip,Education,Marital Status,Occupation,Salary
Jamie Taylor,Jamie,Taylor,Female,360-92-8714,04/18/87,04/18,37,42244,No degree,Married,Ranger/warden,50k to 100k
Misty Brown,Misty,Brown,Female,466-66-1196,07/15/70,07/15,54,10726,High school/GED,Never married,Facilities manager,50k to 100k
Katie Parker,Katie,Parker,Female,183-17-1328,12/02/05,12/02,18,97972,High school/GED,Married,Interior and spatial designer,25k to 50k
Roy Fleming,Roy,Fleming,Male,202-08-7462,07/19/75,07/19,49,92912,Bachelors degree,Divorce,Engineer/ civil (contracting),25k to 50k
Melinda Barnes,Melinda,Barnes,Female,593-36-9152,05/01/79,05/01,45,88762,High school/GED,Married,Therapeutic radiographer,Under 25k
Jamie Walker,Jamie,Walker,Female,207-30-0778,01/30/93,01/30,31,26249,High school/GED,Divorce,Engineer/ control and instrumentation,50k to 100k
Lance Nguyen,Lance,Nguyen,Male,646-48-3169,10/18/70,10/18,53,75971,Masters degree,Married,Psychologist/ forensic,100k to 200k
Shawn Williams,Shawn,Williams,Male,588-41-2833,07/28/01,07/28,23,43540,High school/GED,Married,Engineer/ maintenance,Under 25k
Rebecca Martin,Rebecca,Martin,Female,256-21-8682,01/10/01,01/10,23,00585,Bachelors degree,Married,Graphic designer,25k to 50k
Keith King,Keith,King,Male,297-57-1690,08/12/89,08/12,35,93900,Associate degree,Never married,Paediatric nurse,25k to 50k
Alicia Hart,Alicia,Hart,Female,427-48-2586,01/08/60,01/08,64,11124,Some college,Never married,Research officer/ political party,Under 25k
Nicholas Campbell,Nicholas,Campbell,Male,235-99-9745,01/04/64,01/04,60,33403,Bachelors degree,Widowed,Chartered accountant,50k to 100k
Travis Olson,Travis,Olson,Male,148-97-0140,01/02/68,01/02,56,73342,Professional degree,Married,Fast food restaurant manager,Under 25k
Andrea Hall,Andrea,Hall,Female,722-32-8656,02/05/86,02/05,38,34969,No degree,Never married,Microbiologist,25k to 50k
Belinda Walker,Belinda,Walker,Female,038-68-7195,12/11/01,12/11,22,15880,High school/GED,Divorce,Administrator/ education,50k to 100k
Tony Adams,Tony,Adams,Male,577-75-9412,10/21/77,10/21,46,07597,Some college,Widowed,Video editor,100k to 200k
Olivia Jones,Olivia,Jones,Female,608-43-0350,06/26/65,06/26,59,57948,High school/GED,Widowed,Journalist/ magazine,100k to 200k
Courtney Mason,Courtney,Mason,Female,415-91-2448,10/19/65,10/19,58,31191,No degree,Widowed,Teaching laboratory technician,50k to 100k
Zachary Foster,Zachary,Foster,Male,550-75-9678,06/24/03,06/24,21,02502,No degree,Married,Research officer/ political party,50k to 100k
Tracy Cook,Tracy,Cook,Female,288-04-8699,10/09/73,10/09,50,23338,Some college,Never married,Designer/ television/film set,Over 200k
Carmen Sanchez,Carmen,Sanchez,Female,577-03-1994,01/27/90,01/27,34,71367,Some college,Married,Risk manager,100k to 200k
Gabriela Rodriguez,Gabriela,Rodriguez,Female,596-41-3045,08/31/73,08/31,51,77637,Some college,Divorce,Engineer/ technical sales,Under 25k
Darrell Martinez,Darrell,Martinez,Male,572-12-4199,01/27/84,01/27,40,91446,Doctorate,Divorce,Prison officer,50k to 100k
Kimberly Price,Kimberly,Price,Female,789-82-8387,01/31/79,01/31,45,24735,Bachelors degree,Married,Scientist/ biomedical,100k to 200k
Todd Pratt,Todd,Pratt,Male,205-70-5680,05/17/62,05/17,62,01064,No degree,Married,Estate manager/land agent,50k to 100k
Angelica Hughes,Angelica,Hughes,Female,234-32-3820,03/03/63,03/03,61,06574,Some college,Never married,Community development worker,25k to 50k
Anthony Caldwell,Anthony,Caldwell,Male,813-07-9614,07/19/00,07/19,24,25749,Some college,Never married,Engineer/ materials,Under 25k
Adrian Frazier,Adrian,Frazier,Male,683-50-6789,04/04/62,04/04,62,35632,Bachelors degree,Never married,Building control surveyor,50k to 100k
Thomas Peterson,Thomas,Peterson,Male,034-30-0426,08/27/72,08/27,52,60423,Some college,Married,Lawyer,50k to 100k
Lance Martinez,Lance,Martinez,Male,285-10-6439,06/17/94,06/17,30,95184,No degree,Married,Retail manager,Over 200k
Amber Wells,Amber,Wells,Female,621-16-5768,05/06/00,05/06,24,96830,No degree,Widowed,Chief Technology Officer,Over 200k
Richard Kaiser,Richard,Kaiser,Male,730-61-0423,04/14/95,04/14,29,28090,Bachelors degree,Never married,Psychotherapist/ dance movement,25k to 50k
Marcus West,Marcus,West,Male,035-57-7512,01/30/92,01/30,32,25298,Professional degree,Married,Radiographer/ therapeutic,Over 200k
Brandon Mcbride,Brandon,Mcbride,Male,087-81-3769,06/18/65,06/18,59,50427,Bachelors degree,Never married,Drilling engineer,50k to 100k
Judy Stevens,Judy,Stevens,Female,515-45-3842,08/03/00,08/03,24,97226,High school/GED,Married,Operational investment banker,Over 200k
Devin Orr,Devin,Orr,Male,172-60-2972,03/24/01,03/24,23,06678,High school/GED,Never married,Social research officer/ government,Over 200k
Sarah Wang,Sarah,Wang,Female,608-32-0988,01/04/03,01/04,21,41045,Some college,Widowed,Engineer/ land,100k to 200k
Robert Jones,Robert,Jones,Male,864-18-8993,08/08/93,08/08,31,05872,Masters degree,Divorce,Air broker,25k to 50k
Andrea Allen,Andrea,Allen,Female,476-81-3890,05/21/97,05/21,27,41296,No degree,Never married,Energy manager,Under 25k
Todd Hernandez,Todd,Hernandez,Male,748-42-6392,09/11/68,09/11,56,19460,Associate degree,Never married,Barrister,Under 25k
Jonathan Olsen,Jonathan,Olsen,Male,431-09-7176,05/14/99,05/14,25,87173,High school/GED,Married,Fine artist,Under 25k
Heather Wheeler,Heather,Wheeler,Female,544-04-0938,03/16/93,03/16,31,79209,Associate degree,Married,Furniture designer,50k to 100k
Joshua Cruz,Joshua,Cruz,Male,191-13-3775,04/10/92,04/10,32,95248,High school/GED,Divorce,Therapist/ art,Under 25k
Emily Robinson,Emily,Robinson,Female,204-87-9585,04/16/74,04/16,50,63171,High school/GED,Widowed,Merchandiser/ retail,Over 200k
Gina Russell,Gina,Russell,Female,565-52-1175,11/09/89,11/09,34,82534,Associate degree,Married,Politician's assistant,Under 25k
Janet Shepherd,Janet,Shepherd,Female,089-79-4513,01/15/96,01/15,28,58177,High school/GED,Widowed,Quality manager,25k to 50k
Lisa Mercer,Lisa,Mercer,Female,544-65-5739,09/24/59,09/24,64,75333,Bachelors degree,Never married,Warehouse manager,Under 25k
Lauren Valdez,Lauren,Valdez,Female,609-81-1712,03/27/70,03/27,54,54319,High school/GED,Never married,Tourism officer,100k to 200k
Kristin James,Kristin,James,Female,657-24-4015,11/23/60,11/23,63,61859,Bachelors degree,Married,Engineer/ mining,Under 25k
Erin Hodges,Erin,Hodges,Female,508-06-2768,02/27/68,02/27,56,74872,Bachelors degree,Widowed,Product/process development scientist,Under 25k
Kyle Smith,Kyle,Smith,Male,483-38-3106,10/20/72,10/20,51,70458,Masters degree,Divorce,Legal executive,50k to 100k
Randy Patel,Randy,Patel,Male,637-52-8811,03/18/80,03/18,44,87258,Some college,Never married,Agricultural consultant,50k to 100k
Jacqueline Robinson,Jacqueline,Robinson,Female,777-39-3510,10/12/05,10/12,18,04822,High school/GED,Never married,Medical physicist,25k to 50k
Casey Thompson,Casey,Thompson,Male,132-27-1772,12/28/97,12/28,26,92973,Some college,Never married,Physiological scientist,50k to 100k
Darren Phillips,Darren,Phillips,Male,848-23-9701,02/14/66,02/14,58,19249,Associate degree,Married,Merchant navy officer,Over 200k
Micheal Smith,Micheal,Smith,Male,737-19-6813,03/12/86,03/12,38,74933,High school/GED,Married,Scientist/ clinical (histocompatibility and immunogenetics),25k to 50k
Jordan Reed,Jordan,Reed,Female,265-44-0075,04/27/86,04/27,38,90327,Bachelors degree,Divorce,Engineer/ electrical,100k to 200k
Lauren Taylor,Lauren,Taylor,Female,059-30-9345,03/16/62,03/16,62,43383,Masters degree,Never married,Town planner,25k to 50k
Mason Russell,Mason,Russell,Male,417-86-7764,01/21/66,01/21,58,33981,Bachelors degree,Married,Engineering geologist,50k to 100k
Ann Phillips,Ann,Phillips,Female,748-34-0718,05/18/90,05/18,34,90454,Bachelors degree,Never married,Research officer/ trade union,25k to 50k
Ashley Castro,Ashley,Castro,Female,658-37-2163,11/04/61,11/04,62,19141,Doctorate,Married,Land/geomatics surveyor,25k to 50k
Sherry Lewis,Sherry,Lewis,Female,222-60-2289,05/02/61,05/02,63,23085,High school/GED,Widowed,Investment analyst,100k to 200k
Anthony Barker,Anthony,Barker,Male,824-95-0359,02/09/65,02/09,59,87640,Some college,Married,Conservator/ museum/gallery,100k to 200k
Benjamin Burns,Benjamin,Burns,Male,836-68-9667,10/17/66,10/17,57,11922,Some college,Never married,Charity officer,Under 25k
Justin Meyer,Justin,Meyer,Male,365-59-3173,11/09/69,11/09,54,20450,High school/GED,Married,Visual merchandiser,100k to 200k
Claire Adams,Claire,Adams,Female,180-05-9736,11/23/01,11/23,22,12331,Bachelors degree,Married,Mining engineer,50k to 100k
Theresa Woodward,Theresa,Woodward,Female,362-46-6583,10/07/71,10/07,52,32729,Some college,Married,Airline pilot,50k to 100k
Nicholas Chapman,Nicholas,Chapman,Male,565-69-9939,11/09/83,11/09,40,16378,High school/GED,Never married,Counsellor,25k to 50k
James George,James,George,Male,170-81-7587,08/19/82,08/19,42,57541,Bachelors degree,Never married,Engineer/ site,100k to 200k
Brenda Sampson,Brenda,Sampson,Female,813-93-0705,10/17/59,10/17,64,60249,Bachelors degree,Married,Veterinary surgeon,100k to 200k
Eric Quinn,Eric,Quinn,Male,560-31-2784,08/25/90,08/25,34,12881,High school/GED,Married,Television production assistant,Over 200k
Rebecca James,Rebecca,James,Female,654-63-4585,05/23/02,05/23,22,53650,Doctorate,Married,Public house manager,Under 25k
Stephen Henderson,Stephen,Henderson,Male,238-88-2802,11/10/93,11/10,30,56149,Bachelors degree,Divorce,Secretary/ company,Over 200k
Kevin Mcguire,Kevin,Mcguire,Male,377-93-2916,05/22/85,05/22,39,36321,Masters degree,Never married,Automotive engineer,Over 200k
Nathaniel Williams,Nathaniel,Williams,Male,540-28-2966,08/10/61,08/10,63,26698,Some college,Married,Homeopath,100k to 200k
Jacob Hunter,Jacob,Hunter,Male,886-11-7940,08/25/85,08/25,39,46509,High school/GED,Never married,Theatre director,Over 200k
Brandon Gardner,Brandon,Gardner,Male,119-45-6134,08/06/76,08/06,48,19140,High school/GED,Separated,Scientist/ product/process development,50k to 100k
Tracey Wolfe,Tracey,Wolfe,Female,826-64-3567,03/13/87,03/13,37,21593,High school/GED,Never married,Homeopath,Over 200k
Kelly White,Kelly,White,Female,885-09-7824,05/31/80,05/31,44,38286,Bachelors degree,Never married,Transport planner,100k to 200k
James Edwards,James,Edwards,Male,791-42-9952,03/02/88,03/02,36,07863,Associate degree,Divorce,Automotive engineer,Over 200k
Brian Benitez,Brian,Benitez,Male,302-74-1190,03/03/63,03/03,61,06205,High school/GED,Married,Medical physicist,Under 25k
Russell White,Russell,White,Male,379-74-0255,06/30/81,06/30,43,27489,Some college,Never married,Programme researcher/ broadcasting/film/video,25k to 50k
Teresa Moore,Teresa,Moore,Female,539-29-2865,02/08/74,02/08,50,70328,High school/GED,Married,Immunologist,25k to 50k
Tony Lewis,Tony,Lewis,Male,051-27-9909,01/28/80,01/28,44,96538,High school/GED,Married,Patent examiner,100k to 200k
James Edwards,James,Edwards,Male,088-07-1617,12/13/64,12/13,59,77312,Masters degree,Married,Local government officer,100k to 200k
Judith Powers,Judith,Powers,Female,544-76-7812,07/07/92,07/07,32,79004,Some college,Married,Trading standards officer,25k to 50k
Sheila Flynn,Sheila,Flynn,Female,844-67-5344,02/02/69,02/02,55,42394,Associate degree,Widowed,Chief Strategy Officer,25k to 50k
Dennis Townsend,Dennis,Townsend,Male,181-55-1984,10/01/03,10/01,20,32936,Masters degree,Married,Chartered certified accountant,Under 25k
Andrew Myers,Andrew,Myers,Male,191-54-6186,03/24/71,03/24,53,21756,Some college,Married,Scientist/ clinical (histocompatibility and immunogenetics),50k to 100k
Robert Sherman,Robert,Sherman,Male,726-70-3784,10/04/63,10/04,60,77154,Bachelors degree,Never married,Nature conservation officer,100k to 200k
Luis Drake,Luis,Drake,Male,854-65-8092,07/11/69,07/11,55,91427,Some college,Never married,Financial manager,50k to 100k
Diana Clark,Diana,Clark,Female,852-51-4444,11/23/74,11/23,49,31210,High school/GED,Married,Retail merchandiser,Under 25k
Ashley Martin,Ashley,Martin,Female,241-33-1835,04/11/72,04/11,52,85923,Some college,Married,Solicitor,25k to 50k
Christian Allen,Christian,Allen,Male,612-15-4949,05/16/98,05/16,26,64873,Bachelors degree,Never married,Theme park manager,100k to 200k
Cheryl Jones,Cheryl,Jones,Female,544-35-3141,12/07/76,12/07,47,15793,High school/GED,Married,Arboriculturist,50k to 100k
Stephanie Scott,Stephanie,Scott,Female,734-02-5674,11/23/65,11/23,58,13499,High school/GED,Married,Cartographer,100k to 200k
David Norris,David,Norris,Male,844-91-6620,09/18/75,09/18,48,50754,Some college,Never married,Advice worker,Over 200k
Ronald White,Ronald,White,Male,382-60-0665,11/28/90,11/28,33,51736,High school/GED,Never married,Mudlogger,Over 200k
Billy Morris,Billy,Morris,Male,215-62-2003,10/11/59,10/11,64,68149,Some college,Divorce,Location manager,50k to 100k
Julia Stevens,Julia,Stevens,Female,402-48-1356,03/21/88,03/21,36,51197,High school/GED,Married,Radio broadcast assistant,50k to 100k
John Kramer,John,Kramer,Male,701-57-6262,12/29/86,12/29,37,60109,Bachelors degree,Married,Building control surveyor,Under 25k
Anthony Davis,Anthony,Davis,Male,099-39-8074,01/19/97,01/19,27,47785,Bachelors degree,Married,Ecologist,100k to 200k
Danielle Waters,Danielle,Waters,Female,141-21-8616,01/02/82,01/02,42,88362,Some college,Married,Land,25k to 50k
Shannon Lopez,Shannon,Lopez,Female,275-11-6035,10/18/87,10/18,36,77269,Some college,Never married,Barrister's clerk,50k to 100k
Laura Tran,Laura,Tran,Female,279-81-6218,04/29/68,04/29,56,03892,Associate degree,Widowed,Arts administrator,25k to 50k
Jennifer Taylor,Jennifer,Taylor,Female,308-06-9552,07/01/82,07/01,42,50546,Bachelors degree,Married,Surveyor/ building control,50k to 100k
Molly Mendoza,Molly,Mendoza,Female,701-25-7869,01/11/85,01/11,39,09026,Some college,Divorce,Art therapist,50k to 100k
Jessica Barnes,Jessica,Barnes,Female,339-80-2990,04/17/67,04/17,57,29312,Some college,Widowed,Energy manager,100k to 200k
Kim Haley,Kim,Haley,Female,752-13-9004,11/15/81,11/15,42,13916,Bachelors degree,Married,Higher education lecturer,25k to 50k
Justin Guzman,Justin,Guzman,Male,664-08-2745,07/04/65,07/04,59,46375,High school/GED,Never married,Ambulance person,25k to 50k
Catherine Lowery,Catherine,Lowery,Female,815-14-1905,07/19/60,07/19,64,34536,Associate degree,Married,Special effects artist,100k to 200k
Christian Cobb,Christian,Cobb,Male,755-72-0834,10/21/93,10/21,30,99357,Bachelors degree,Married,Bonds trader,50k to 100k
Mark Oconnell,Mark,Oconnell,Male,002-40-1793,09/11/74,09/11,50,64141,High school/GED,Married,Television production assistant,25k to 50k
Timothy Sims,Timothy,Sims,Male,783-94-5169,06/19/95,06/19,29,16088,Some college,Never married,Petroleum engineer,100k to 200k
James Burns,James,Burns,Male,504-58-9426,10/10/02,10/10,21,36355,Bachelors degree,Never married,Logistics and distribution manager,100k to 200k
Patricia Hughes,Patricia,Hughes,Female,049-97-5270,06/09/83,06/09,41,47258,Bachelors degree,Married,Designer/ blown glass/stained glass,Under 25k
Michael Chavez,Michael,Chavez,Male,003-21-5372,10/25/61,10/25,62,85732,Some college,Married,Ceramics designer,50k to 100k
Audrey Sandoval,Audrey,Sandoval,Female,786-25-6896,11/01/02,11/01,21,84748,Bachelors degree,Never married,Scientist/ biomedical,100k to 200k
Kimberly Salazar,Kimberly,Salazar,Female,250-07-9975,05/06/61,05/06,63,45225,Bachelors degree,Married,Nature conservation officer,25k to 50k
Cody Haas,Cody,Haas,Male,857-08-4550,12/03/76,12/03,47,90085,Bachelors degree,Married,Podiatrist,100k to 200k
Kyle Davis,Kyle,Davis,Male,688-46-0235,01/27/97,01/27,27,40424,High school/GED,Married,IT consultant,100k to 200k
Jeremiah Avila,Jeremiah,Avila,Male,510-68-6822,11/23/97,11/23,26,87599,No degree,Married,Newspaper journalist,100k to 200k
Barbara Huerta,Barbara,Huerta,Female,043-79-0676,12/12/64,12/12,59,63117,No degree,Never married,Pharmacist/ community,Under 25k
Rhonda Nguyen,Rhonda,Nguyen,Female,449-96-0421,02/11/92,02/11,32,02400,Masters degree,Never married,Administrator/ charities/voluntary organisations,50k to 100k
Brenda Smith,Brenda,Smith,Female,399-21-8647,03/02/06,03/02,18,70265,Associate degree,Divorce,Further education lecturer,100k to 200k
Shelley Mayer,Shelley,Mayer,Female,788-51-6148,05/31/84,05/31,40,70085,Some college,Married,Higher education careers adviser,100k to 200k
Melissa Avery,Melissa,Avery,Female,213-76-8444,01/26/98,01/26,26,97758,Bachelors degree,Never married,Sub,25k to 50k
Larry Miller,Larry,Miller,Male,123-15-9573,03/12/79,03/12,45,46835,Masters degree,Never married,Dance movement psychotherapist,25k to 50k
Eric Church,Eric,Church,Male,321-59-7855,12/29/72,12/29,51,96615,Bachelors degree,Married,Patent attorney,25k to 50k
Jeffrey Coleman,Jeffrey,Coleman,Male,530-01-9386,02/19/85,02/19,39,56458,High school/GED,Divorce,Psychotherapist/ child,25k to 50k
Jason Thomas,Jason,Thomas,Male,547-13-6538,12/13/78,12/13,45,08972,No degree,Never married,Financial trader,100k to 200k
Ryan Ward,Ryan,Ward,Male,879-71-7422,03/22/87,03/22,37,31893,No degree,Never married,Mining engineer,Under 25k
Walter Lynch,Walter,Lynch,Male,058-48-5146,07/29/78,07/29,46,22994,Bachelors degree,Married,Designer/ furniture,Under 25k
Christopher Nunez,Christopher,Nunez,Male,748-99-3414,09/29/02,09/29,21,02811,High school/GED,Never married,Clinical research associate,50k to 100k
Haley Gonzales,Haley,Gonzales,Female,254-43-8366,11/03/68,11/03,55,25715,High school/GED,Married,Lobbyist,100k to 200k
Matthew Lopez,Matthew,Lopez,Male,893-78-5313,08/06/70,08/06,54,17683,Masters degree,Married,Mental health nurse,25k to 50k
Tonya Robinson,Tonya,Robinson,Female,088-74-0517,12/28/81,12/28,42,01643,High school/GED,Married,Primary school teacher,50k to 100k
Victoria Fields,Victoria,Fields,Female,567-98-1753,12/15/75,12/15,48,92916,Bachelors degree,Never married,Field trials officer,100k to 200k
Jacob Adkins,Jacob,Adkins,Male,726-22-5609,08/26/97,08/26,27,82761,Professional degree,Married,Operations geologist,50k to 100k
Aaron Estrada,Aaron,Estrada,Male,876-97-5191,11/21/75,11/21,48,77719,Associate degree,Married,Industrial/product designer,Under 25k
Gregory Green,Gregory,Green,Male,650-47-6429,06/07/61,06/07,63,27826,High school/GED,Never married,Passenger transport manager,25k to 50k
Savannah White,Savannah,White,Female,485-79-6594,08/06/97,08/06,27,39452,High school/GED,Never married,Hospital doctor,25k to 50k
Lisa Velazquez,Lisa,Velazquez,Female,188-16-0720,10/25/03,10/25,20,30310,High school/GED,Widowed,Civil Service fast streamer,Over 200k
Dakota Cox,Dakota,Cox,Male,136-01-0278,09/30/85,09/30,38,34715,Doctorate,Never married,Chief Marketing Officer,Over 200k
